# x[m] y[m]
97.7768 16.5961
97.8704 16.6107
97.9641 16.6254
98.0577 16.6400
98.1513 16.6547
98.2448 16.6693
98.3384 16.6839
98.4320 16.6986
98.5256 16.7132
98.6192 16.7278
98.7128 16.7424
98.8063 16.7571
98.8999 16.7717
98.9935 16.7863
99.0870 16.8009
99.1806 16.8155
99.2741 16.8301
99.3676 16.8447
99.4612 16.8593
99.5547 16.8739
99.6482 16.8885
99.7418 16.9031
99.8353 16.9176
99.9288 16.9322
100.0223 16.9468
100.1158 16.9614
100.2093 16.9759
100.3028 16.9905
100.3963 17.0051
100.4898 17.0196
100.5833 17.0342
100.6768 17.0487
100.7702 17.0633
100.8637 17.0778
100.9572 17.0924
101.0506 17.1069
101.1441 17.1215
101.2376 17.1360
101.3310 17.1505
101.4244 17.1651
101.5179 17.1796
101.6113 17.1941
101.7048 17.2086
101.7982 17.2231
101.8916 17.2377
101.9850 17.2522
102.0784 17.2667
102.1718 17.2812
102.2653 17.2957
102.3587 17.3102
102.4520 17.3247
102.5454 17.3392
102.6388 17.3537
102.7322 17.3681
102.8256 17.3826
102.9190 17.3971
103.0123 17.4116
103.1057 17.4261
103.1991 17.4405
103.2924 17.4550
103.3858 17.4695
103.4791 17.4839
103.5725 17.4984
103.6658 17.5128
103.7591 17.5273
103.8525 17.5417
103.9458 17.5562
104.0391 17.5706
104.1324 17.5850
104.2257 17.5995
104.3190 17.6139
104.4123 17.6283
104.5056 17.6428
104.5989 17.6572
104.6922 17.6716
104.7855 17.6860
104.8788 17.7004
104.9721 17.7148
105.0653 17.7293
105.1586 17.7437
105.2519 17.7581
105.3451 17.7725
105.4384 17.7869
105.5316 17.8012
105.6249 17.8156
105.7181 17.8300
105.8114 17.8444
105.9046 17.8588
105.9978 17.8732
106.0911 17.8875
106.1843 17.9019
106.2775 17.9163
106.3707 17.9306
106.4639 17.9450
106.5571 17.9593
106.6503 17.9737
106.7435 17.9880
106.8367 18.0024
106.9299 18.0167
107.0231 18.0311
107.1162 18.0454
107.2094 18.0597
107.3026 18.0741
107.3957 18.0884
107.4889 18.1027
107.5820 18.1171
107.6752 18.1314
107.7683 18.1457
107.8615 18.1600
107.9546 18.1743
108.0478 18.1886
108.1409 18.2029
108.2340 18.2172
108.3271 18.2315
108.4202 18.2458
108.5133 18.2601
108.6065 18.2744
108.6996 18.2887
108.7927 18.3030
108.8857 18.3172
108.9788 18.3315
109.0719 18.3458
109.1650 18.3601
109.2581 18.3743
109.3511 18.3886
109.4442 18.4028
109.5373 18.4171
109.6303 18.4314
109.7234 18.4456
109.8164 18.4599
109.9095 18.4741
110.0025 18.4883
110.0955 18.5026
110.1886 18.5168
110.2816 18.5310
110.3746 18.5453
110.4676 18.5595
110.5607 18.5737
110.6537 18.5879
110.7467 18.6022
110.8397 18.6164
110.9327 18.6306
111.0257 18.6448
111.1187 18.6590
111.2116 18.6732
111.3046 18.6874
111.3976 18.7016
111.4906 18.7158
111.5835 18.7300
111.6765 18.7441
111.7694 18.7583
111.8624 18.7725
111.9553 18.7867
112.0483 18.8009
112.1412 18.8150
112.2342 18.8292
112.3271 18.8434
112.4200 18.8575
112.5129 18.8717
112.6059 18.8858
112.6988 18.9000
112.7917 18.9141
112.8846 18.9283
112.9775 18.9424
113.0704 18.9565
113.1633 18.9707
113.2562 18.9848
113.3490 18.9989
113.4419 19.0131
113.5348 19.0272
113.6277 19.0413
113.7205 19.0554
113.8134 19.0695
113.9062 19.0837
113.9991 19.0978
114.0919 19.1119
114.1848 19.1260
114.2776 19.1401
114.3705 19.1542
114.4633 19.1682
114.5561 19.1823
114.6489 19.1964
114.7418 19.2105
114.8346 19.2246
114.9274 19.2387
115.0202 19.2527
115.1130 19.2668
115.2058 19.2809
115.2986 19.2949
115.3914 19.3090
115.4841 19.3230
115.5769 19.3371
115.6697 19.3512
115.7625 19.3652
115.8552 19.3792
115.9480 19.3933
116.0407 19.4073
116.1335 19.4214
116.2262 19.4354
116.3190 19.4494
116.4117 19.4634
116.5045 19.4775
116.5972 19.4915
116.6899 19.5055
116.7826 19.5195
116.8754 19.5335
116.9681 19.5475
117.0608 19.5615
117.1535 19.5755
117.2462 19.5895
117.3389 19.6035
117.4316 19.6175
117.5242 19.6315
117.6169 19.6455
117.7096 19.6595
117.8023 19.6735
117.8950 19.6874
117.9876 19.7014
118.0803 19.7154
118.1729 19.7294
118.2656 19.7433
118.3582 19.7573
118.4509 19.7712
118.5435 19.7852
118.6362 19.7991
118.7288 19.8131
118.8214 19.8270
118.9140 19.8410
119.0066 19.8549
119.0993 19.8689
119.1919 19.8828
119.2845 19.8967
119.3771 19.9106
119.4697 19.9246
119.5623 19.9385
119.6548 19.9524
119.7474 19.9663
119.8400 19.9802
119.9326 19.9941
120.0252 20.0080
120.1177 20.0219
120.2103 20.0358
120.3028 20.0497
120.3954 20.0636
120.4879 20.0775
120.5805 20.0914
120.6730 20.1053
120.7656 20.1192
120.8581 20.1330
120.9506 20.1469
121.0431 20.1608
121.1356 20.1747
121.2282 20.1885
121.3207 20.2024
121.4132 20.2162
121.5057 20.2301
121.5982 20.2440
121.6907 20.2578
121.7832 20.2716
121.8756 20.2855
121.9681 20.2993
122.0606 20.3132
122.1531 20.3270
122.2455 20.3408
122.3380 20.3547
122.4304 20.3685
122.5229 20.3823
122.6153 20.3961
122.7078 20.4099
122.8002 20.4237
122.8927 20.4376
122.9851 20.4514
123.0775 20.4652
123.1699 20.4790
123.2624 20.4928
123.3548 20.5066
123.4472 20.5203
123.5396 20.5341
123.6320 20.5479
123.7244 20.5617
123.8168 20.5755
123.9092 20.5893
124.0016 20.6030
124.0939 20.6168
124.1863 20.6306
124.2787 20.6443
124.3710 20.6581
124.4634 20.6718
124.5558 20.6856
124.6481 20.6993
124.7405 20.7131
124.8328 20.7268
124.9252 20.7406
125.0175 20.7543
125.1098 20.7680
125.2021 20.7818
125.2945 20.7955
125.3868 20.8092
125.4791 20.8229
125.5714 20.8367
125.6637 20.8504
125.7560 20.8641
125.8483 20.8778
125.9406 20.8915
126.0329 20.9052
126.1252 20.9189
126.2175 20.9326
126.3097 20.9463
126.4020 20.9600
126.4943 20.9737
126.5865 20.9874
126.6788 21.0011
126.7711 21.0147
126.8633 21.0284
126.9556 21.0421
127.0478 21.0558
127.1400 21.0694
127.2323 21.0831
127.3245 21.0967
127.4167 21.1104
127.5089 21.1241
127.6012 21.1377
127.6934 21.1514
127.7856 21.1650
127.8778 21.1786
127.9700 21.1923
128.0622 21.2059
128.1544 21.2195
128.2465 21.2332
128.3387 21.2468
128.4309 21.2604
128.5231 21.2740
128.6152 21.2877
128.7074 21.3013
128.7996 21.3149
128.8917 21.3285
128.9839 21.3421
129.0760 21.3557
129.1682 21.3693
129.2603 21.3829
129.3524 21.3965
129.4446 21.4101
129.5367 21.4237
129.6288 21.4372
129.7209 21.4508
129.8130 21.4644
129.9052 21.4780
129.9973 21.4915
130.0894 21.5051
130.1815 21.5187
130.2735 21.5322
130.3656 21.5458
130.4577 21.5594
130.5498 21.5729
130.6419 21.5865
130.7339 21.6000
130.8260 21.6135
130.9181 21.6271
131.0101 21.6406
131.1022 21.6542
131.1942 21.6677
131.2863 21.6812
131.3783 21.6947
131.4703 21.7083
131.5624 21.7218
131.6544 21.7353
131.7464 21.7488
131.8384 21.7623
131.9305 21.7758
132.0225 21.7893
132.1145 21.8028
132.2065 21.8163
132.2985 21.8298
132.3905 21.8433
