# Angolo [Gradi] Gittata [m]
73.3386 924.3375
73.6251 910.6601
73.9116 896.8904
74.1980 883.0203
74.4845 869.0592
74.7710 855.0074
75.0575 840.8576
75.3440 826.6185
75.6304 812.2907
75.9169 797.8672
76.2034 783.3565
76.4899 768.7518
76.7763 754.0686
77.0628 739.2930
77.3493 724.4261
77.6358 709.4758
77.9223 694.4428
78.2087 679.3215
78.4952 664.1192
78.7817 648.8369
79.0682 633.4692
79.3547 618.0176
79.6411 602.4947
79.9276 586.8899
80.2141 571.2045
80.5006 555.4452
80.7870 539.6131
81.0735 523.7042
81.3600 507.7248
81.6465 491.6713
81.9330 475.5499
82.2194 459.3618
82.5059 443.1040
82.7924 426.7822
83.0789 410.3938
83.3654 393.9407
83.6518 377.4319
83.9383 360.8616
84.2248 344.2316
84.5113 327.5472
84.7978 310.8070
85.0842 294.0159
85.3707 277.1757
85.6572 260.2857
85.9437 243.3505
86.2301 226.3699
86.5166 209.3464
86.8031 192.2862
87.0896 175.1860
87.3761 158.0536
87.6625 140.8868
87.9490 123.6925
88.2355 106.4709
88.5220 89.2251
88.8085 71.9591
89.0949 54.6755
89.3814 37.3783
89.6679 20.0711
89.9544 2.7577
