# x[m] y[m]
19.9786 59.9575
20.0090 60.0479
20.0394 60.1383
20.0698 60.2288
20.1002 60.3192
20.1306 60.4096
20.1610 60.5000
20.1914 60.5904
20.2218 60.6807
20.2521 60.7711
20.2825 60.8615
20.3129 60.9519
20.3433 61.0422
20.3737 61.1326
20.4040 61.2229
20.4344 61.3133
20.4648 61.4036
20.4952 61.4939
20.5255 61.5842
20.5559 61.6745
20.5863 61.7648
20.6166 61.8551
20.6470 61.9454
20.6774 62.0357
20.7077 62.1260
20.7381 62.2163
20.7685 62.3065
20.7988 62.3968
20.8292 62.4870
20.8595 62.5773
20.8899 62.6675
20.9202 62.7577
20.9506 62.8480
20.9809 62.9382
21.0113 63.0284
21.0416 63.1186
21.0720 63.2088
21.1023 63.2990
21.1327 63.3892
21.1630 63.4793
21.1934 63.5695
21.2237 63.6597
21.2540 63.7498
21.2844 63.8400
21.3147 63.9301
21.3450 64.0202
21.3754 64.1104
21.4057 64.2005
21.4360 64.2906
21.4663 64.3807
21.4967 64.4708
21.5270 64.5609
21.5573 64.6510
21.5876 64.7411
21.6180 64.8312
21.6483 64.9212
21.6786 65.0113
21.7089 65.1013
21.7392 65.1914
21.7695 65.2814
21.7999 65.3715
21.8302 65.4615
21.8605 65.5515
21.8908 65.6415
21.9211 65.7315
21.9514 65.8215
21.9817 65.9115
22.0120 66.0015
22.0423 66.0915
22.0726 66.1815
22.1029 66.2714
22.1332 66.3614
22.1635 66.4513
22.1938 66.5413
22.2241 66.6312
22.2544 66.7212
22.2846 66.8111
22.3149 66.9010
22.3452 66.9909
22.3755 67.0808
22.4058 67.1707
22.4361 67.2606
22.4663 67.3505
22.4966 67.4404
22.5269 67.5303
22.5572 67.6201
22.5874 67.7100
22.6177 67.7998
22.6480 67.8897
22.6783 67.9795
22.7085 68.0694
22.7388 68.1592
22.7691 68.2490
22.7993 68.3388
22.8296 68.4286
22.8598 68.5184
22.8901 68.6082
22.9204 68.6980
22.9506 68.7878
22.9809 68.8775
23.0111 68.9673
23.0414 69.0571
23.0716 69.1468
23.1019 69.2366
23.1321 69.3263
23.1624 69.4160
23.1926 69.5058
23.2229 69.5955
23.2531 69.6852
23.2833 69.7749
23.3136 69.8646
23.3438 69.9543
23.3741 70.0440
23.4043 70.1336
23.4345 70.2233
23.4648 70.3130
23.4950 70.4026
23.5252 70.4923
23.5555 70.5819
23.5857 70.6716
23.6159 70.7612
23.6461 70.8508
23.6764 70.9404
23.7066 71.0301
23.7368 71.1197
23.7670 71.2093
23.7972 71.2989
23.8274 71.3884
23.8577 71.4780
23.8879 71.5676
23.9181 71.6572
23.9483 71.7467
23.9785 71.8363
24.0087 71.9258
24.0389 72.0153
24.0691 72.1049
24.0993 72.1944
24.1295 72.2839
24.1597 72.3734
24.1899 72.4629
24.2201 72.5524
24.2503 72.6419
24.2805 72.7314
24.3107 72.8209
24.3409 72.9104
24.3711 72.9998
24.4013 73.0893
24.4314 73.1787
24.4616 73.2682
24.4918 73.3576
24.5220 73.4470
24.5522 73.5365
24.5824 73.6259
24.6125 73.7153
24.6427 73.8047
24.6729 73.8941
24.7031 73.9835
24.7332 74.0729
24.7634 74.1622
24.7936 74.2516
24.8237 74.3410
24.8539 74.4303
24.8841 74.5197
24.9142 74.6090
24.9444 74.6984
24.9746 74.7877
25.0047 74.8770
25.0349 74.9663
25.0650 75.0557
25.0952 75.1450
25.1253 75.2343
25.1555 75.3235
25.1857 75.4128
25.2158 75.5021
25.2460 75.5914
25.2761 75.6806
25.3062 75.7699
25.3364 75.8592
25.3665 75.9484
25.3967 76.0376
25.4268 76.1269
25.4569 76.2161
25.4871 76.3053
25.5172 76.3945
25.5474 76.4837
25.5775 76.5729
25.6076 76.6621
25.6377 76.7513
25.6679 76.8405
25.6980 76.9296
25.7281 77.0188
25.7583 77.1080
25.7884 77.1971
25.8185 77.2863
25.8486 77.3754
25.8787 77.4645
25.9089 77.5537
25.9390 77.6428
25.9691 77.7319
25.9992 77.8210
26.0293 77.9101
26.0594 77.9992
26.0895 78.0883
26.1196 78.1773
26.1497 78.2664
26.1798 78.3555
26.2099 78.4445
26.2400 78.5336
26.2701 78.6226
26.3002 78.7117
26.3303 78.8007
26.3604 78.8897
26.3905 78.9788
26.4206 79.0678
26.4507 79.1568
26.4808 79.2458
26.5109 79.3348
26.5410 79.4237
26.5711 79.5127
26.6012 79.6017
26.6312 79.6907
26.6613 79.7796
26.6914 79.8686
26.7215 79.9575
26.7516 80.0465
26.7816 80.1354
26.8117 80.2243
26.8418 80.3132
26.8719 80.4021
26.9019 80.4911
26.9320 80.5799
26.9621 80.6688
26.9921 80.7577
27.0222 80.8466
27.0523 80.9355
27.0823 81.0243
27.1124 81.1132
27.1424 81.2021
27.1725 81.2909
27.2026 81.3797
27.2326 81.4686
27.2627 81.5574
27.2927 81.6462
27.3228 81.7350
27.3528 81.8238
27.3829 81.9126
27.4129 82.0014
27.4430 82.0902
27.4730 82.1790
27.5030 82.2678
27.5331 82.3565
27.5631 82.4453
27.5932 82.5341
27.6232 82.6228
27.6532 82.7115
27.6833 82.8003
27.7133 82.8890
27.7433 82.9777
27.7734 83.0664
27.8034 83.1551
27.8334 83.2438
27.8634 83.3325
27.8935 83.4212
27.9235 83.5099
27.9535 83.5986
27.9835 83.6872
28.0135 83.7759
28.0436 83.8646
28.0736 83.9532
28.1036 84.0419
28.1336 84.1305
28.1636 84.2191
28.1936 84.3077
28.2236 84.3964
28.2536 84.4850
28.2836 84.5736
28.3136 84.6622
28.3437 84.7507
28.3737 84.8393
28.4037 84.9279
28.4337 85.0165
28.4636 85.1050
28.4936 85.1936
28.5236 85.2821
28.5536 85.3707
