0	1.5e+13	0	0	2.97433e+06
315000	1.49708e+13	9.36003e+11	-185509	2.96854e+06
630000	1.48832e+13	1.86836e+12	-370293	2.95118e+06
945000	1.47377e+13	2.79344e+12	-553634	2.92233e+06
1.26e+06	1.45348e+13	3.70763e+12	-734814	2.88209e+06
1.575e+06	1.42752e+13	4.60739e+12	-913128	2.83063e+06
1.89e+06	1.39601e+13	5.48919e+12	-1.08788e+06	2.76814e+06
2.205e+06	1.35905e+13	6.34962e+12	-1.25839e+06	2.69487e+06
2.52e+06	1.31681e+13	7.18531e+12	-1.42399e+06	2.61111e+06
2.835e+06	1.26943e+13	7.99301e+12	-1.58404e+06	2.51718e+06
3.15e+06	1.21711e+13	8.76958e+12	-1.73791e+06	2.41345e+06
3.465e+06	1.16005e+13	9.512e+12	-1.885e+06	2.30032e+06
3.78e+06	1.09847e+13	1.02174e+13	-2.02474e+06	2.17825e+06
4.095e+06	1.03262e+13	1.0883e+13	-2.15659e+06	2.0477e+06
4.41e+06	9.62738e+12	1.15062e+13	-2.28004e+06	1.90919e+06
4.725e+06	8.89113e+12	1.20846e+13	-2.3946e+06	1.76325e+06
5.04e+06	8.12026e+12	1.26159e+13	-2.49983e+06	1.61046e+06
5.355e+06	7.31777e+12	1.30982e+13	-2.59531e+06	1.45141e+06
5.67e+06	6.4868e+12	1.35294e+13	-2.68069e+06	1.28673e+06
5.985e+06	5.63058e+12	1.3908e+13	-2.75563e+06	1.11705e+06
6.3e+06	4.75244e+12	1.42325e+13	-2.81984e+06	943032
6.615e+06	3.85581e+12	1.45016e+13	-2.87306e+06	765363
6.93e+06	2.94418e+12	1.47142e+13	-2.9151e+06	584732
7.245e+06	2.02108e+12	1.48696e+13	-2.9458e+06	401841
7.56e+06	1.09013e+12	1.49671e+13	-2.96503e+06	217404
7.875e+06	1.54931e+11	1.50064e+13	-2.97273e+06	32137.9
8.19e+06	-7.80869e+11	1.49874e+13	-2.96886e+06	-153237
8.505e+06	-1.71363e+12	1.491e+13	-2.95344e+06	-337998
8.82e+06	-2.63973e+12	1.47746e+13	-2.92654e+06	-521428
9.135e+06	-3.55556e+12	1.45818e+13	-2.88826e+06	-702815
9.45e+06	-4.45757e+12	1.43323e+13	-2.83876e+06	-881452
9.765e+06	-5.34224e+12	1.4027e+13	-2.77822e+06	-1.05665e+06
1.008e+07	-6.20614e+12	1.36673e+13	-2.70688e+06	-1.22772e+06
1.0395e+07	-7.04592e+12	1.32543e+13	-2.62503e+06	-1.394e+06
1.071e+07	-7.8583e+12	1.27899e+13	-2.53298e+06	-1.55486e+06
1.1025e+07	-8.64014e+12	1.22757e+13	-2.43109e+06	-1.70965e+06
1.134e+07	-9.3884e+12	1.17139e+13	-2.31976e+06	-1.85779e+06
