0	1	0	0	7.61624e-103
0.0314159	0.999507	-0.0314159	0	7.61624e-103
0.0628319	0.998027	-0.0628008	0	7.61624e-103
0.0942478	0.995562	-0.0941238	0	7.61624e-103
0.125664	0.992114	-0.125354	0	7.61624e-103
0.15708	0.987687	-0.15646	0	7.61624e-103
0.188496	0.982286	-0.187412	0	7.61624e-103
0.219911	0.975915	-0.218179	0	7.61624e-103
0.251327	0.968581	-0.248731	0	7.61624e-103
0.282743	0.96029	-0.279037	0	7.61624e-103
0.314159	0.951053	-0.309067	0	7.61624e-103
0.345575	0.940876	-0.338793	0	7.61624e-103
0.376991	0.929771	-0.368184	0	7.61624e-103
0.408407	0.917748	-0.397212	0	7.61624e-103
0.439823	0.904819	-0.425848	0	7.61624e-103
0.471239	0.890998	-0.454064	0	7.61624e-103
0.502655	0.876297	-0.481831	0	7.61624e-103
0.534071	0.860731	-0.509123	0	7.61624e-103
0.565487	0.844315	-0.535913	0	7.61624e-103
0.596903	0.827067	-0.562173	0	7.61624e-103
0.628319	0.809002	-0.587879	0	7.61624e-103
0.659734	0.790138	-0.613004	0	7.61624e-103
0.69115	0.770495	-0.637525	0	7.61624e-103
0.722566	0.750091	-0.661416	0	7.61624e-103
0.753982	0.728947	-0.684654	0	7.61624e-103
0.785398	0.707084	-0.707217	0	7.61624e-103
0.816814	0.684523	-0.729082	0	7.61624e-103
0.84823	0.661286	-0.750227	0	7.61624e-103
0.879646	0.637396	-0.770631	0	7.61624e-103
0.911062	0.612877	-0.790275	0	7.61624e-103
0.942478	0.587754	-0.80914	0	7.61624e-103
0.973894	0.56205	-0.827205	0	7.61624e-103
1.00531	0.535792	-0.844454	0	7.61624e-103
1.03673	0.509005	-0.86087	0	7.61624e-103
1.06814	0.481715	-0.876436	0	7.61624e-103
1.09956	0.45395	-0.891137	0	7.61624e-103
1.13097	0.425737	-0.904959	0	7.61624e-103
1.16239	0.397104	-0.917887	0	7.61624e-103
1.19381	0.368079	-0.929909	0	7.61624e-103
1.22522	0.338691	-0.941014	0	7.61624e-103
1.25664	0.308968	-0.95119	0	7.61624e-103
1.28805	0.27894	-0.960427	0	7.61624e-103
1.31947	0.248637	-0.968716	0	7.61624e-103
1.35088	0.218089	-0.976049	0	7.61624e-103
1.3823	0.187325	-0.982419	0	7.61624e-103
1.41372	0.156377	-0.987819	0	7.61624e-103
1.44513	0.125274	-0.992245	0	7.61624e-103
1.47655	0.0940479	-0.995691	0	7.61624e-103
1.50796	0.0627286	-0.998154	0	7.61624e-103
1.53938	0.0313475	-0.999632	0	7.61624e-103
1.5708	-6.46036e-05	-1.00012	0	7.61624e-103
1.60221	-0.0314766	-0.999628	0	7.61624e-103
1.63363	-0.0628576	-0.998146	0	7.61624e-103
1.66504	-0.0941765	-0.995678	0	7.61624e-103
1.69646	-0.125402	-0.992228	0	7.61624e-103
1.72788	-0.156505	-0.987799	0	7.61624e-103
1.75929	-0.187452	-0.982395	0	7.61624e-103
1.79071	-0.218215	-0.976021	0	7.61624e-103
1.82212	-0.248762	-0.968684	0	7.61624e-103
1.85354	-0.279064	-0.960391	0	7.61624e-103
1.88496	-0.309091	-0.95115	0	7.61624e-103
1.91637	-0.338812	-0.94097	0	7.61624e-103
1.94779	-0.368199	-0.929862	0	7.61624e-103
1.9792	-0.397223	-0.917836	0	7.61624e-103
2.01062	-0.425854	-0.904903	0	7.61624e-103
2.04204	-0.454065	-0.891078	0	7.61624e-103
2.07345	-0.481828	-0.876374	0	7.61624e-103
2.10487	-0.509116	-0.860804	0	7.61624e-103
2.13628	-0.535901	-0.844385	0	7.61624e-103
2.1677	-0.562157	-0.827133	0	7.61624e-103
2.19911	-0.587858	-0.809064	0	7.61624e-103
2.23053	-0.61298	-0.790196	0	7.61624e-103
2.26195	-0.637496	-0.770549	0	7.61624e-103
2.29336	-0.661383	-0.750141	0	7.61624e-103
2.32478	-0.684617	-0.728993	0	7.61624e-103
2.35619	-0.707175	-0.707125	0	7.61624e-103
2.38761	-0.729036	-0.68456	0	7.61624e-103
2.41903	-0.750177	-0.661319	0	7.61624e-103
2.45044	-0.770577	-0.637425	0	7.61624e-103
2.48186	-0.790218	-0.612902	0	7.61624e-103
2.51327	-0.809078	-0.587774	0	7.61624e-103
2.54469	-0.827139	-0.562066	0	7.61624e-103
2.57611	-0.844385	-0.535803	0	7.61624e-103
2.60752	-0.860797	-0.509012	0	7.61624e-103
2.63894	-0.876359	-0.481718	0	7.61624e-103
2.67035	-0.891056	-0.453949	0	7.61624e-103
2.70177	-0.904874	-0.425731	0	7.61624e-103
2.73319	-0.917799	-0.397094	0	7.61624e-103
2.7646	-0.929818	-0.368064	0	7.61624e-103
2.79602	-0.94092	-0.338672	0	7.61624e-103
2.82743	-0.951092	-0.308945	0	7.61624e-103
2.85885	-0.960326	-0.278913	0	7.61624e-103
2.89027	-0.968613	-0.248605	0	7.61624e-103
2.92168	-0.975943	-0.218053	0	7.61624e-103
2.9531	-0.98231	-0.187285	0	7.61624e-103
2.98451	-0.987708	-0.156333	0	7.61624e-103
3.01593	-0.99213	-0.125226	0	7.61624e-103
3.04734	-0.995574	-0.0939951	0	7.61624e-103
3.07876	-0.998035	-0.0626719	0	7.61624e-103
3.11018	-0.999511	-0.0312868	0	7.61624e-103
3.14159	-1	0.000129223	0	7.61624e-103
3.17301	-0.999502	0.0315451	0	7.61624e-103
3.20442	-0.998018	0.0629298	0	7.61624e-103
3.23584	-0.995549	0.0942524	0	7.61624e-103
3.26726	-0.992098	0.125482	0	7.61624e-103
3.29867	-0.987667	0.156588	0	7.61624e-103
3.33009	-0.982262	0.187539	0	7.61624e-103
3.3615	-0.975887	0.218305	0	7.61624e-103
3.39292	-0.968548	0.248856	0	7.61624e-103
3.42434	-0.960254	0.279161	0	7.61624e-103
3.45575	-0.951013	0.30919	0	7.61624e-103
3.48717	-0.940832	0.338915	0	7.61624e-103
3.51858	-0.929723	0.368305	0	7.61624e-103
3.55	-0.917697	0.397331	0	7.61624e-103
3.58142	-0.904764	0.425965	0	7.61624e-103
3.61283	-0.890939	0.454179	0	7.61624e-103
3.64425	-0.876234	0.481944	0	7.61624e-103
3.67566	-0.860665	0.509234	0	7.61624e-103
3.70708	-0.844246	0.536022	0	7.61624e-103
3.7385	-0.826994	0.56228	0	7.61624e-103
3.76991	-0.808926	0.587983	0	7.61624e-103
3.80133	-0.790059	0.613106	0	7.61624e-103
3.83274	-0.770413	0.637624	0	7.61624e-103
3.86416	-0.750006	0.661513	0	7.61624e-103
3.89557	-0.728859	0.684748	0	7.61624e-103
3.92699	-0.706993	0.707308	0	7.61624e-103
3.95841	-0.684428	0.72917	0	7.61624e-103
3.98982	-0.661189	0.750312	0	7.61624e-103
4.02124	-0.637297	0.770714	0	7.61624e-103
4.05265	-0.612775	0.790355	0	7.61624e-103
4.08407	-0.587649	0.809216	0	7.61624e-103
4.11549	-0.561943	0.827278	0	7.61624e-103
4.1469	-0.535683	0.844523	0	7.61624e-103
4.17832	-0.508893	0.860936	0	7.61624e-103
4.20973	-0.481602	0.876498	0	7.61624e-103
4.24115	-0.453835	0.891196	0	7.61624e-103
4.27257	-0.42562	0.905014	0	7.61624e-103
4.30398	-0.396985	0.917938	0	7.61624e-103
4.3354	-0.367959	0.929957	0	7.61624e-103
4.36681	-0.338569	0.941058	0	7.61624e-103
4.39823	-0.308845	0.95123	0	7.61624e-103
4.42965	-0.278816	0.960463	0	7.61624e-103
4.46106	-0.248512	0.968748	0	7.61624e-103
4.49248	-0.217963	0.976077	0	7.61624e-103
4.52389	-0.187199	0.982443	0	7.61624e-103
4.55531	-0.156249	0.98784	0	7.61624e-103
4.58673	-0.125146	0.992261	0	7.61624e-103
4.61814	-0.0939192	0.995703	0	7.61624e-103
4.64956	-0.0625997	0.998162	0	7.61624e-103
4.68097	-0.0312183	0.999636	0	7.61624e-103
4.71239	0.000193811	1.00012	0	7.61624e-103
4.7438	0.0316058	0.999624	0	7.61624e-103
4.77522	0.0629865	0.998138	0	7.61624e-103
4.80664	0.0943051	0.995666	0	7.61624e-103
4.83805	0.125531	0.992212	0	7.61624e-103
4.86947	0.156632	0.987779	0	7.61624e-103
4.90088	0.187579	0.982371	0	7.61624e-103
4.9323	0.218341	0.975993	0	7.61624e-103
4.96372	0.248888	0.968652	0	7.61624e-103
4.99513	0.279188	0.960355	0	7.61624e-103
5.02655	0.309214	0.95111	0	7.61624e-103
5.05796	0.338934	0.940926	0	7.61624e-103
5.08938	0.368319	0.929814	0	7.61624e-103
5.1208	0.397341	0.917784	0	7.61624e-103
5.15221	0.425971	0.904848	0	7.61624e-103
5.18363	0.45418	0.89102	0	7.61624e-103
5.21504	0.481942	0.876311	0	7.61624e-103
5.24646	0.509227	0.860738	0	7.61624e-103
5.27788	0.53601	0.844316	0	7.61624e-103
5.30929	0.562264	0.82706	0	7.61624e-103
5.34071	0.587963	0.808988	0	7.61624e-103
5.37212	0.613082	0.790117	0	7.61624e-103
5.40354	0.637595	0.770467	0	7.61624e-103
5.43496	0.66148	0.750056	0	7.61624e-103
5.46637	0.684711	0.728905	0	7.61624e-103
5.49779	0.707267	0.707034	0	7.61624e-103
5.5292	0.729124	0.684466	0	7.61624e-103
5.56062	0.750262	0.661222	0	7.61624e-103
5.59203	0.77066	0.637325	0	7.61624e-103
5.62345	0.790297	0.6128	0	7.61624e-103
5.65487	0.809154	0.58767	0	7.61624e-103
5.68628	0.827212	0.561959	0	7.61624e-103
5.7177	0.844454	0.535694	0	7.61624e-103
5.74911	0.860862	0.508901	0	7.61624e-103
5.78053	0.876421	0.481605	0	7.61624e-103
5.81195	0.891115	0.453833	0	7.61624e-103
5.84336	0.904929	0.425614	0	7.61624e-103
5.87478	0.917851	0.396975	0	7.61624e-103
5.90619	0.929866	0.367944	0	7.61624e-103
5.93761	0.940963	0.33855	0	7.61624e-103
5.96903	0.951132	0.308822	0	7.61624e-103
6.00044	0.960363	0.278789	0	7.61624e-103
6.03186	0.968645	0.24848	0	7.61624e-103
6.06327	0.975971	0.217927	0	7.61624e-103
6.09469	0.982334	0.187158	0	7.61624e-103
6.12611	0.987728	0.156205	0	7.61624e-103
6.15752	0.992146	0.125097	0	7.61624e-103
6.18894	0.995586	0.0938665	0	7.61624e-103
6.22035	0.998043	0.0625429	0	7.61624e-103
6.25177	0.999515	0.0311576	0	7.61624e-103
6.28319	1	-0.000258446	0	7.61624e-103
6.3146	0.999498	-0.0316742	0	7.61624e-103
6.34602	0.99801	-0.0630588	0	7.61624e-103
6.37743	0.995537	-0.0943811	0	7.61624e-103
6.40885	0.992082	-0.12561	0	7.61624e-103
6.44026	0.987647	-0.156715	0	7.61624e-103
6.47168	0.982237	-0.187666	0	7.61624e-103
6.5031	0.975858	-0.218431	0	7.61624e-103
6.53451	0.968516	-0.248981	0	7.61624e-103
6.56593	0.960218	-0.279285	0	7.61624e-103
6.59734	0.950973	-0.309313	0	7.61624e-103
6.62876	0.940788	-0.339036	0	7.61624e-103
6.66018	0.929676	-0.368425	0	7.61624e-103
6.69159	0.917645	-0.397449	0	7.61624e-103
6.72301	0.904709	-0.426082	0	7.61624e-103
