0	0
0.01	0.00999836
0.02	0.0199868
0.03	0.0299556
0.04	0.0398948
0.05	0.0497946
0.06	0.0596453
0.07	0.0694371
0.08	0.0791604
0.09	0.0888056
0.1	0.0983632
0.11	0.107824
0.12	0.117178
0.13	0.126416
0.14	0.13553
0.15	0.14451
0.16	0.153347
0.17	0.162033
0.18	0.170559
0.19	0.178917
0.2	0.187098
0.21	0.195094
0.22	0.202898
0.23	0.210502
0.24	0.217898
0.25	0.225079
0.26	0.232038
0.27	0.238768
0.28	0.245262
0.29	0.251514
0.3	0.257518
0.31	0.263268
0.32	0.268758
0.33	0.273983
0.34	0.278937
0.35	0.283616
0.36	0.288015
0.37	0.29213
0.38	0.295957
0.39	0.299492
0.4	0.302731
0.41	0.305671
0.42	0.30831
0.43	0.310644
0.44	0.312672
0.45	0.314391
0.46	0.3158
0.47	0.316897
0.48	0.317682
0.49	0.318153
0.5	0.31831
0.51	0.318153
0.52	0.317682
0.53	0.316897
0.54	0.3158
0.55	0.314391
0.56	0.312672
0.57	0.310644
0.58	0.30831
0.59	0.305671
0.6	0.302731
0.61	0.299492
0.62	0.295957
0.63	0.29213
0.64	0.288015
0.65	0.283616
0.66	0.278937
0.67	0.273983
0.68	0.268758
0.69	0.263268
0.7	0.257518
0.71	0.251514
0.72	0.245262
0.73	0.238768
0.74	0.232038
0.75	0.225079
0.76	0.217898
0.77	0.210502
0.78	0.202898
0.79	0.195094
0.8	0.187098
0.81	0.178917
0.82	0.170559
0.83	0.162033
0.84	0.153347
0.85	0.14451
0.86	0.13553
0.87	0.126416
0.88	0.117178
0.89	0.107824
0.9	0.0983632
0.91	0.0888056
0.92	0.0791605
0.93	0.0694372
0.94	0.0596453
0.95	0.0497946
0.96	0.0398948
0.97	0.0299556
0.98	0.0199869
0.99	0.00999836
1	8.74615e-09


0	0
0.01	0.00999342
0.02	0.0199474
0.03	0.0298227
0.04	0.0395802
0.05	0.0491816
0.06	0.0585888
0.07	0.0677649
0.08	0.0766735
0.09	0.0852795
0.1	0.0935489
0.11	0.101449
0.12	0.108949
0.13	0.116019
0.14	0.122631
0.15	0.128759
0.16	0.134379
0.17	0.139469
0.18	0.144008
0.19	0.147979
0.2	0.151365
0.21	0.154155
0.22	0.156336
0.23	0.1579
0.24	0.158841
0.25	0.159155
0.26	0.158841
0.27	0.1579
0.28	0.156336
0.29	0.154155
0.3	0.151365
0.31	0.147979
0.32	0.144008
0.33	0.139469
0.34	0.134379
0.35	0.128759
0.36	0.122631
0.37	0.116019
0.38	0.108949
0.39	0.101449
0.4	0.0935489
0.41	0.0852795
0.42	0.0766735
0.43	0.0677649
0.44	0.0585888
0.45	0.0491816
0.46	0.0395802
0.47	0.0298227
0.48	0.0199474
0.49	0.00999342
0.5	1.13067e-09
0.51	-0.00999342
0.52	-0.0199474
0.53	-0.0298227
0.54	-0.0395802
0.55	-0.0491816
0.56	-0.0585888
0.57	-0.0677649
0.58	-0.0766735
0.59	-0.0852795
0.6	-0.0935489
0.61	-0.101449
0.62	-0.108949
0.63	-0.116019
0.64	-0.122631
0.65	-0.128759
0.66	-0.134379
0.67	-0.139469
0.68	-0.144008
0.69	-0.147978
0.7	-0.151365
0.71	-0.154155
0.72	-0.156336
0.73	-0.1579
0.74	-0.158841
0.75	-0.159155
0.76	-0.158841
0.77	-0.1579
0.78	-0.156336
0.79	-0.154155
0.8	-0.151365
0.81	-0.147979
0.82	-0.144008
0.83	-0.139469
0.84	-0.134379
0.85	-0.128759
0.86	-0.122631
0.87	-0.116019
0.88	-0.108949
0.89	-0.101449
0.9	-0.0935489
0.91	-0.0852795
0.92	-0.0766735
0.93	-0.0677649
