0 0 0 0 0
0 0.015625 0.0244988 0.0245027 0.0245069
0 0.03125 0.0490029 0.0490108 0.0490191
0 0.046875 0.0735178 0.0735296 0.073542
0 0.0625 0.0980487 0.0980645 0.0980809
0 0.078125 0.122601 0.122621 0.122641
0 0.09375 0.147181 0.147204 0.147228
0 0.109375 0.171792 0.17182 0.171848
0 0.125 0.196442 0.196473 0.196505
0 0.140625 0.221136 0.22117 0.221206
0 0.15625 0.245878 0.245916 0.245956
0 0.171875 0.270676 0.270718 0.270761
0 0.1875 0.295534 0.29558 0.295626
0 0.203125 0.32046 0.320508 0.320558
0 0.21875 0.345458 0.34551 0.345563
0 0.234375 0.370535 0.37059 0.370647
0 0.25 0.395698 0.395756 0.395815
0 0.265625 0.420953 0.421013 0.421076
0 0.28125 0.446306 0.446369 0.446434
0 0.296875 0.471765 0.471831 0.471898
0 0.3125 0.497336 0.497404 0.497474
0 0.328125 0.523027 0.523097 0.523169
0 0.34375 0.548845 0.548917 0.548991
0 0.359375 0.574798 0.574872 0.574948
0 0.375 0.600893 0.600969 0.601047
0 0.390625 0.62714 0.627217 0.627296
0 0.40625 0.653546 0.653625 0.653705
0 0.421875 0.680122 0.680201 0.680282
0 0.4375 0.706874 0.706955 0.707037
0 0.453125 0.733815 0.733896 0.733979
0 0.46875 0.760953 0.761035 0.761118
0 0.484375 0.7883 0.788382 0.788465
0 0.5 0.815866 0.815948 0.816031
0 0.515625 0.843663 0.843745 0.843828
0 0.53125 0.871703 0.871785 0.871868
0 0.546875 0.9 0.900082 0.900164
0 0.5625 0.928567 0.928648 0.928729
0 0.578125 0.957419 0.957499 0.957579
0 0.59375 0.986571 0.98665 0.986729
0 0.609375 1.01604 1.01612 1.0162
0 0.625 1.04584 1.04592 1.046
0 0.640625 1.076 1.07607 1.07615
0 0.65625 1.10653 1.1066 1.10668
0 0.671875 1.13746 1.13753 1.1376
0 0.6875 1.1688 1.16887 1.16894
0 0.703125 1.20059 1.20066 1.20073
0 0.71875 1.23286 1.23292 1.23299
0 0.734375 1.26563 1.26569 1.26575
0 0.75 1.29895 1.299 1.29906
0 0.765625 1.33284 1.33289 1.33295
0 0.78125 1.36736 1.36741 1.36746
0 0.796875 1.40255 1.4026 1.40265
0 0.8125 1.43847 1.43852 1.43856
0 0.828125 1.47519 1.47524 1.47528
0 0.84375 1.51279 1.51283 1.51287
0 0.859375 1.55135 1.55139 1.55142
0 0.875 1.591 1.59103 1.59106
0 0.890625 1.63187 1.6319 1.63192
0 0.90625 1.67414 1.67416 1.67419
0 0.921875 1.71805 1.71807 1.71809
0 0.9375 1.76393 1.76395 1.76397
0 0.953125 1.81228 1.8123 1.81231
0 0.96875 1.8639 1.86391 1.86392
0 0.984375 1.92023 1.92024 1.92024
0 1 2 2 2

0.015625 0 0 0 0
0.015625 0.015625 0.0244988 0.0245027 0.0245069
